ID	DOCULECT	CONCEPT	VALUE	FORM	SOURCE	SAGART_ID
3354	QueyuPubarong	smooth	n̥on̥o	n̥on̥o	GuanForthcoming	
3679	SiyuewuKhroskyabs	smooth	mblɑ́ɣ	mblɑ́ɣ		38877
4027	BragbarSitu	smooth	məliə̄k	məliə̄k	ZhangForthcoming	
4373	Geshiza	smooth		mbla	Honkasalo2019	
4723	GuanyinqiaoKhroskyabs	smooth	vlɑɣ⁵⁵	vlɑɣ⁵⁵	Huang2007	
5333	NjorogsKhroskyabs	smooth		vleʔk⁵⁵	Yin2007	
5438	Tshobdun	smooth	lɐmⁿdʐo	lɐmⁿdʐo	Sun2019	
5874	NgyaltsuZbu	smooth	kə-mníʔ	kə-mníʔ	Gong2018	
6361	Zlarong	smooth	wi13lɨ55lɨ55	wi13lɨ55lɨ55	Zhao2019	
6529	KyomkyoSitu	smooth	lam kətʃ hi	lam kətʃ hi	Prins2016	
51	Bantawa	soft	notma (notta)	notma (notta)	Jongens2009	34040
306	Daofu	soft	ndvə ndvə	ndvə ndvə	Huang1992	21589
307	Daofu	soft	ɬɑv ɬav	ɬɑv ɬav	Huang1992	19335
594	Japhug	soft	mpɯ	mpɯ	Jacques2015b	25806
995	Tangut	soft	wəə	wəə	Li1997	38019
1361	WobziKhroskyabs	soft	ndʑǽm	ndʑǽm	Lai2017	31744
1689	Zhaba	soft	nu³³nu⁵⁵	nu³³nu⁵⁵	Huang1992	21807
1965	MaerkangrGyalrong	soft	kə ndʒɐm	kə ndʒɐm	Huang1992	18043
2233	MuyaKangding	soft	βə³³βə⁵³	βə³³βə⁵³	Huang1992	22897
2644	MenyaGao	soft		1vəvə	Gao2016	
2831	OldBurmese	soft	pyoʔ	pyoʔ		31110
3081	QueyuXinlong	soft	lvə⁵⁵lvə³³	lvə⁵⁵lvə³³	Huang1992	20639
3492	QueyuPubarong	soft	vɨvɨ̄	vɨvɨ̄	GuanForthcoming	
3680	SiyuewuKhroskyabs	soft	mnû	mnû		38878
3681	SiyuewuKhroskyabs	soft	ndʑǽm	ndʑǽm		38879
3682	SiyuewuKhroskyabs	soft	nvə̂d	nvə̂d		38880
3683	SiyuewuKhroskyabs	soft	mɲə́n	mɲə́n		38881
4028	BragbarSitu	soft	rdɐ̂m	rdɐ̂m	ZhangForthcoming	
4406	Geshiza	soft		nvə	Honkasalo2019	
4724	GuanyinqiaoKhroskyabs	soft	mnu⁵³	mnu⁵³	Huang2007	
5156	NjorogsKhroskyabs	soft		ndvət⁵⁵	Yin2007	
5162	NjorogsKhroskyabs	soft		ndʑaʔm⁵⁵	Yin2007	
5695	Tshobdun	soft			Sun2019	
5906	NgyaltsuZbu	soft	kɯ-nⁿbɯ́ʔ	kɯ-nⁿbɯ́ʔ	Gong2018	
6225	Zlarong	soft	ndʑa31mə55	ndʑa31mə55	Zhao2019	
6530	KyomkyoSitu	soft	kənɟam	kənɟam	Prins2016	
595	Japhug	some	tsuku	tsuku	Jacques2015b	9641
858	Japhug	some		laʁnɯz	Jacques2015b	
1279	Tangut	some			Li1997	
1564	WobziKhroskyabs	some		gə-	Lai2017	
2640	MenyaGao	some		1tʌpi	Gao2016	
3493	QueyuPubarong	some	kʰæɕī	kʰæɕī	GuanForthcoming	
3684	SiyuewuKhroskyabs	some	gə-	gə-		38882
4029	BragbarSitu	some	toŋnə̂s	toŋnə̂s	ZhangForthcoming	
4326	Geshiza	some		gərəu	Honkasalo2019	
4725	GuanyinqiaoKhroskyabs	some	rɛ³³ri⁵³	rɛ³³ri⁵³	Huang2007	
5072	NjorogsKhroskyabs	some		ə⁵⁵ɣnes³³	Yin2007	
5426	Tshobdun	some	kʰepʰɛʔ	kʰepʰɛʔ	Sun2019	
6037	NgyaltsuZbu	some	kə́ntɕhur	kə́ntɕhur	Gong2018	
6389	Zlarong	some			Zhao2019	
6531	KyomkyoSitu	some	kəkərgi	kəkərgi	Prins2016	
6532	KyomkyoSitu	some	kəkərtokrtok	kəkərtokrtok	Prins2016	
308	Daofu	stone (of fruit)	ʂqhə cçha	ʂqhə cçha	Huang1992	18832
859	Japhug	stone (of fruit)		rdɤstaʁ	Jacques2015b	
1280	Tangut	stone (of fruit)			Li1997	
1565	WobziKhroskyabs	stone (of fruit)		rvə́	Lai2017	
1690	Zhaba	stone (of fruit)	vʑʌ¹³	vʑʌ¹³	Huang1992	24813
1966	MaerkangrGyalrong	stone (of fruit)	wui mo	wui mo	Huang1992	21640
2234	MuyaKangding	stone (of fruit)	ndʐɐ³³bu⁵⁵	ndʐɐ³³bu⁵⁵	Huang1992	22637
2702	MenyaGao	stone (of fruit)		2ndʐʌbu	Gao2016	
3082	QueyuXinlong	stone (of fruit)	ɕe⁵⁵tye⁵⁵ʃə⁵⁵rə⁵⁵	ɕe⁵⁵tye⁵⁵ʃə⁵⁵rə⁵⁵	Huang1992	20196
3494	QueyuPubarong	stone (of fruit)	pəli	pəli	GuanForthcoming	
3685	SiyuewuKhroskyabs	stone (of fruit)	ɣzbjə́m	ɣzbjə́m		38883
4030	BragbarSitu	stone (of fruit)	u-ɕnê	u-ɕnê	ZhangForthcoming	
4608	Geshiza	stone (of fruit)			Honkasalo2019	
4726	GuanyinqiaoKhroskyabs	stone (of fruit)	ɕɛ³³rə⁵³	ɕɛ³³rə⁵³	Huang2007	
5065	NjorogsKhroskyabs	stone (of fruit)		e⁵⁵sne⁵⁵	Yin2007	
5247	NjorogsKhroskyabs	stone (of fruit)		rvi⁵⁵	Yin2007	
5696	Tshobdun	stone (of fruit)			Sun2019	
6038	NgyaltsuZbu	stone (of fruit)	tə-snéʔ	tə-snéʔ	Gong2018	
6154	Zlarong	stone (of fruit)	khã31tsha53	khã31tsha53	Zhao2019	
6533	KyomkyoSitu	stone (of fruit)			Prins2016	
52	Bantawa	straight	samucʰe	samucʰe	Jongens2009	34049
309	Daofu	straight	dʐoŋ dʐoŋ	dʐoŋ dʐoŋ	Huang1992	19759
596	Japhug	straight	astu	astu	Jacques2015b	10224
996	Tangut	straight	twu.	twu.	Li1997	38069
1362	WobziKhroskyabs	straight	stû	stû	Lai2017	31754
1691	Zhaba	straight	tʂu³³tʂu⁵⁵	tʂu³³tʂu⁵⁵	Huang1992	23780
1967	MaerkangrGyalrong	straight	kɑ sto	kɑ sto	Huang1992	18019
2235	MuyaKangding	straight	tə̱³³tə̱⁵³	tə̱³³tə̱⁵³	Huang1992	23020
2742	MenyaGao	straight		2tʌ̠tʌ̠	Gao2016	
2832	OldBurmese	straight	phro₂ṅʔ	phro₂ṅʔ		31111
3083	QueyuXinlong	straight	sto⁵⁵sto³³	sto⁵⁵sto³³	Huang1992	23060
3427	QueyuPubarong	straight	ˣtotu	ˣtotu	GuanForthcoming	
3686	SiyuewuKhroskyabs	straight	stû	stû		38884
4031	BragbarSitu	straight	o-stô	o-stô	ZhangForthcoming	
4360	Geshiza	straight		ltʰə	Honkasalo2019	
4727	GuanyinqiaoKhroskyabs	straight	stu⁵³	stu⁵³	Huang2007	
5305	NjorogsKhroskyabs	straight		stu⁵⁵	Yin2007	
5389	Tshobdun	straight	ɐstoʔ	ɐstoʔ	Sun2019	
5784	NgyaltsuZbu	straight	k-ɑstúɣʔ	k-ɑstúɣʔ	Gong2018	
6371	Zlarong	straight	xẽ55mbu53	xẽ55mbu53	Zhao2019	
6534	KyomkyoSitu	straight			Prins2016	
53	Bantawa	ten	ina-nam-	ina-nam-	Jongens2009	34052
310	Daofu	ten	zʁa	zʁa	Huang1992	19157
597	Japhug	ten	sqi	sqi	Jacques2015b	10542
997	Tangut	ten	ɣa.	ɣa.	Li1997	38209
1363	WobziKhroskyabs	ten	sjə̂	sjə̂	Lai2017	31757
1692	Zhaba	ten	tshɿ⁵⁵	tshɿ⁵⁵	Huang1992	21650
1968	MaerkangrGyalrong	ten	ʃtʃᴇ	ʃtʃᴇ	Huang1992	17921
2236	MuyaKangding	ten	tɕuə⁵³	tɕuə⁵³	Huang1992	22883
2237	MuyaKangding	ten	ɦæ³³kø⁵³	ɦæ³³kø⁵³	Huang1992	22882
2675	MenyaGao	ten		2ɦɛko-	Gao2016	
2833	OldBurmese	ten	ta◦chay	ta◦chay		31112
3084	QueyuXinlong	ten	ʂqa¹³rdə⁵⁵	ʂqa¹³rdə⁵⁵	Huang1992	24471
3280	QueyuPubarong	ten	ætuʐo	ætuʐo	GuanForthcoming	
3687	SiyuewuKhroskyabs	ten	sjə̂d	sjə̂d		38885
4032	BragbarSitu	ten	zɟē	zɟē	ZhangForthcoming	
4590	Geshiza	ten		zɣa	Honkasalo2019	
4728	GuanyinqiaoKhroskyabs	ten	sɣə⁵³	sɣə⁵³	Huang2007	
5279	NjorogsKhroskyabs	ten		sɣi⁵⁵	Yin2007	
5697	Tshobdun	ten			Sun2019	
5947	NgyaltsuZbu	ten	sɐʁɐ́ʔ	sɐʁɐ́ʔ	Gong2018	
6112	Zlarong	ten	a55kõ55	a55kõ55	Zhao2019	
6535	KyomkyoSitu	ten	zɟi	zɟi	Prins2016	
54	Bantawa	that	mo	mo	Jongens2009	34053
598	Japhug	that	nɯ	nɯ	Jacques2015b	10595
998	Tangut	that	thja¹	thja¹	Li1997	10599
999	Tangut	that	thja	thja	Li1997	38174
1000	Tangut	that	tɕhju	tɕhju	Li1997	38210
1364	WobziKhroskyabs	that	ætə̂	ætə̂	Lai2017	31758
1969	MaerkangrGyalrong	that	wu tə	wu tə	Huang1992	17986
2620	MenyaGao	that		1tsə	Gao2016	
2834	OldBurmese	that	thuiw	thuiw		31113
3085	QueyuXinlong	that	tsɛ¹³	tsɛ¹³	Huang1992	20572
3495	QueyuPubarong	that	tʰə	tʰə	GuanForthcoming	
3688	SiyuewuKhroskyabs	that	ætə̂	ætə̂		38886
4033	BragbarSitu	that	ma	ma	ZhangForthcoming	
4034	BragbarSitu	that	ˈmatə	ˈmatə	ZhangForthcoming	
4609	Geshiza	that			Honkasalo2019	
4729	GuanyinqiaoKhroskyabs	that	ə⁵⁵tə³³	ə⁵⁵tə³³	Huang2007	
4730	GuanyinqiaoKhroskyabs	that	a³³tə⁵⁵	a³³tə⁵⁵	Huang2007	
5017	NjorogsKhroskyabs	that		ai⁵⁵ti³³	Yin2007	
5698	Tshobdun	that			Sun2019	
5918	NgyaltsuZbu	that	nɐvéʔ	nɐvéʔ	Gong2018	
6323	Zlarong	that	the55	the55	Zhao2019	
6536	KyomkyoSitu	that	ndə	ndə	Prins2016	
55	Bantawa	the ant	cɨkɨyaŋ	cɨkɨyaŋ	Jongens2009	33859
311	Daofu	the ant	skhro	skhro	Huang1992	25256
599	Japhug	the ant	qro	qro	Jacques2015b	25807
1001	Tangut	the ant	kjiwr	kjiwr	Li1997	38012
1365	WobziKhroskyabs	the ant	skʰrɑ̂ɣ	skʰrɑ̂ɣ	Lai2017	31554
1693	Zhaba	the ant	po⁵⁵ʐo⁵⁵	po⁵⁵ʐo⁵⁵	Huang1992	21390
1970	MaerkangrGyalrong	the ant	kho |rok	kho |rok	Huang1992	17592
2238	MuyaKangding	the ant	tʂuɑ²⁴	tʂuɑ²⁴	Huang1992	17927
2741	MenyaGao	the ant		2tʂa̠ni	Gao2016	
2835	OldBurmese	the ant	pu◦ro₁k◦chip	pu◦ro₁k◦chip		31114
3086	QueyuXinlong	the ant	pu⁵⁵rye⁵⁵a⁵⁵ȵ̥e⁵⁵	pu⁵⁵rye⁵⁵a⁵⁵ȵ̥e⁵⁵	Huang1992	20185
3286	QueyuPubarong	the ant	buʐwə	buʐwə	GuanForthcoming	
3689	SiyuewuKhroskyabs	the ant	skʰrôɣ	skʰrôɣ		38887
4035	BragbarSitu	the ant	kharɐ̄k	kharɐ̄k	ZhangForthcoming	
4492	Geshiza	the ant		skʰrəu	Honkasalo2019	
4731	GuanyinqiaoKhroskyabs	the ant	skʰrɑɣ⁵³	skʰrɑɣ⁵³	Huang2007	
5172	NjorogsKhroskyabs	the ant		nkʰo³³roq⁵⁵	Yin2007	
5699	Tshobdun	the ant			Sun2019	
5900	NgyaltsuZbu	the ant	khrôʁ	khrôʁ	Gong2018	
6349	Zlarong	the ant	tʂæ31tshã53	tʂæ31tshã53	Zhao2019	
6537	KyomkyoSitu	the ant	khoroʔk	khoroʔk	Prins2016	
312	Daofu	the armpit	phjɛ kə və	phjɛ kə və	Huang1992	18626
600	Japhug	the armpit	tɯ-pjaχpa	tɯ-pjaχpa	Jacques2015b	25808
1002	Tangut	the armpit			Li1997	38107
1366	WobziKhroskyabs	the armpit	pjaqǽivi	pjaqǽivi	Lai2017	31555
1694	Zhaba	the armpit	ja⁵⁵tho⁵⁵ ʑʌ¹³	ja⁵⁵tho⁵⁵ ʑʌ¹³	Huang1992	21176
1971	MaerkangrGyalrong	the armpit	tɑ pjɑ kᴇ	tɑ pjɑ kᴇ	Huang1992	17392
2239	MuyaKangding	the armpit	jɐ³³næ⁵⁵βa³⁵	jɐ³³næ⁵⁵βa³⁵	Huang1992	24340
2719	MenyaGao	the armpit		2qʌ̠lʌ̠æ̠	Gao2016	
2836	OldBurmese	the armpit	khyo₁ṅḥ	khyo₁ṅḥ		31115
3087	QueyuXinlong	the armpit	rdʑa¹³qa⁵⁵li³³	rdʑa¹³qa⁵⁵li³³	Huang1992	19976
3300	QueyuPubarong	the armpit	dʑəɢəliwə	dʑəɢəliwə	GuanForthcoming	
3690	SiyuewuKhroskyabs	the armpit	pjæqə̂vi	pjæqə̂vi		38888
4036	BragbarSitu	the armpit	ta-rpjakɐ̂j	ta-rpjakɐ̂j	ZhangForthcoming	
4385	Geshiza	the armpit		mtɕʰækʰuə-tʰəu	Honkasalo2019	
4732	GuanyinqiaoKhroskyabs	the armpit	pja³³qə³³vi⁵³	pja³³qə³³vi⁵³	Huang2007	
5200	NjorogsKhroskyabs	the armpit		pja⁵⁵qʰoq³³	Yin2007	
5678	Tshobdun	the armpit			Sun2019	
6039	NgyaltsuZbu	the armpit	tə-qəcələ́li	tə-qəcələ́li	Gong2018	
6116	Zlarong	the armpit	ɕã31tə55kɔ31kɔ31	ɕã31tə55kɔ31kɔ31	Zhao2019	
6538	KyomkyoSitu	the armpit	taphispo	taphispo	Prins2016	
601	Japhug	the ashes	tʰɤfkɤlɤɣi	tʰɤfkɤlɤɣi	Jacques2015b	207
860	Japhug	the ashes		smɯʁrɤt	Jacques2015b	
1003	Tangut	the ashes	lhjwạ¹	lhjwạ¹	Li1997	211
1281	Tangut	the ashes		lhjwạ	Li1997	
1566	WobziKhroskyabs	the ashes			Lai2017	
2518	MenyaGao	the ashes		1mɔ̠ʐa̠	Gao2016	
3312	QueyuPubarong	the ashes	ʰpʰī	ʰpʰī	GuanForthcoming	
3691	SiyuewuKhroskyabs	the ashes	xçí	xçí		38889
3692	SiyuewuKhroskyabs	the ashes	χjí	χjí		38890
4037	BragbarSitu	the ashes	rdə̂	rdə̂	ZhangForthcoming	
4610	Geshiza	the ashes			Honkasalo2019	
4733	GuanyinqiaoKhroskyabs	the ashes	ʁmə³³ɣnu⁵⁵	ʁmə³³ɣnu⁵⁵	Huang2007	
5054	NjorogsKhroskyabs	the ashes		ɕŋer⁵³	Yin2007	
5212	NjorogsKhroskyabs	the ashes		rdus⁵⁵	Yin2007	
5259	NjorogsKhroskyabs	the ashes		ʁmu³³dom⁵⁵	Yin2007	
5269	NjorogsKhroskyabs	the ashes		scça⁵⁵kʰa³³χpʰji³³	Yin2007	
5700	Tshobdun	the ashes			Sun2019	
6040	NgyaltsuZbu	the ashes	khɐvldəjî	khɐvldəjî	Gong2018	
6213	Zlarong	the ashes	ndɔ55tʂhɔ55	ndɔ55tʂhɔ55	Zhao2019	
6539	KyomkyoSitu	the ashes			Prins2016	
602	Japhug	the back	tɯ-mgɯr	tɯ-mgɯr	Jacques2015b	260
861	Japhug	the back		tɯ-mgɯr	Jacques2015b	
1237	Tangut	the back		gjwɨr²	Li1997	
1567	WobziKhroskyabs	the back		ské	Lai2017	
2670	MenyaGao	the back		2ɡitshi	Gao2016	
3303	QueyuPubarong	the back	godə	godə	GuanForthcoming	
3693	SiyuewuKhroskyabs	the back	ské	ské		38891
4038	BragbarSitu	the back	zgû	zgû	ZhangForthcoming	
4476	Geshiza	the back		rvæqʰi	Honkasalo2019	
4734	GuanyinqiaoKhroskyabs	the back	ve⁵⁵ske³³	ve⁵⁵ske³³	Huang2007	
5330	NjorogsKhroskyabs	the back		vgur⁵³	Yin2007	
5535	Tshobdun	the back	qʰu	qʰu	Sun2019	
6041	NgyaltsuZbu	the back	tə-zɡɐ́ʔ	tə-zɡɐ́ʔ	Gong2018	
6273	Zlarong	the back	pu55	pu55	Zhao2019	
6540	KyomkyoSitu	the back	tazgən	tazgən	Prins2016	
6541	KyomkyoSitu	the back	təŋkhuʔ	təŋkhuʔ	Prins2016	
56	Bantawa	the bamboo	samba	samba	Jongens2009	33862
313	Daofu	the bamboo	ʁɮə	ʁɮə	Huang1992	18839
603	Japhug	the bamboo	ɟu	ɟu	Jacques2015b	25809
1004	Tangut	the bamboo	lhju.	lhju.	Li1997	38050
1367	WobziKhroskyabs	the bamboo	ʁjû	ʁjû	Lai2017	31557
1695	Zhaba	the bamboo	mɛ⁵⁵	mɛ⁵⁵	Huang1992	21412
1972	MaerkangrGyalrong	the bamboo	ɟjo	ɟjo	Huang1992	17613
2240	MuyaKangding	the bamboo	rə³³mbə⁵⁵tɕø⁵³	rə³³mbə⁵⁵tɕø⁵³	Huang1992	22645
2715	MenyaGao	the bamboo		2ɲumɛ	Gao2016	
2837	OldBurmese	the bamboo	vāḥ	vāḥ		31116
3088	QueyuXinlong	the bamboo	lma⁵⁵	lma⁵⁵	Huang1992	20206
3330	QueyuPubarong	the bamboo	mā	mā	GuanForthcoming	
3694	SiyuewuKhroskyabs	the bamboo	ʁjû	ʁjû		38892
4039	BragbarSitu	the bamboo	ɟō	ɟō	ZhangForthcoming	
4584	Geshiza	the bamboo		wʑə	Honkasalo2019	
4735	GuanyinqiaoKhroskyabs	the bamboo	ʁju⁵³	ʁju⁵³	Huang2007	
5256	NjorogsKhroskyabs	the bamboo		ʁji⁵⁵se³³	Yin2007	
5490	Tshobdun	the bamboo	ⁿɟwɛʔ	ⁿɟwɛʔ	Sun2019	
6042	NgyaltsuZbu	the bamboo	ɣɟúʔ	ɣɟúʔ	Gong2018	
6390	Zlarong	the bamboo			Zhao2019	
6542	KyomkyoSitu	the bamboo			Prins2016	
604	Japhug	the bark	tɤ-rqʰu	tɤ-rqʰu	Jacques2015b	366
862	Japhug	the bark		ɲchɣaʁ	Jacques2015b	
1282	Tangut	the bark			Li1997	
1568	WobziKhroskyabs	the bark		rcʰvâ	Lai2017	
2757	MenyaGao	the bark		1kømʌ	Gao2016	
3496	QueyuPubarong	the bark			GuanForthcoming	
3695	SiyuewuKhroskyabs	the bark	χcʰəvɑ̂	χcʰəvɑ̂		38893
4040	BragbarSitu	the bark	chwāk	chwāk	ZhangForthcoming	
4041	BragbarSitu	the bark	saj-rkhō	saj-rkhō	ZhangForthcoming	
4491	Geshiza	the bark		sʰi-dʑæ	Honkasalo2019	
4736	GuanyinqiaoKhroskyabs	the bark	cçhvɑ⁵³	cçhvɑ⁵³	Huang2007	
5208	NjorogsKhroskyabs	the bark		rcçʰaq⁵⁵	Yin2007	
5701	Tshobdun	the bark			Sun2019	
6010	NgyaltsuZbu	the bark	və-rʁúʔ	və-rʁúʔ	Gong2018	
6262	Zlarong	the bark	pa55pe53	pa55pe53	Zhao2019	
6543	KyomkyoSitu	the bark			Prins2016	
605	Japhug	the barley (tibetan or highland)	tɤɕi	tɤɕi	Jacques2015b	25810
1005	Tangut	the barley (tibetan or highland)	ɕjij	ɕjij	Li1997	38186
1368	WobziKhroskyabs	the barley (tibetan or highland)	ɕə̂	ɕə̂	Lai2017	31558
1973	MaerkangrGyalrong	the barley (tibetan or highland)	wə rjɐk	wə rjɐk	Huang1992	24933
2241	MuyaKangding	the barley (tibetan or highland)	su⁵⁵wæ³³	su⁵⁵wæ³³	Huang1992	22655
2440	MenyaGao	the barley (tibetan or highland)		1ɕa	Gao2016	
3292	QueyuPubarong	the barley (tibetan or highland)	ɕʰə̄	ɕʰə̄	GuanForthcoming	
3696	SiyuewuKhroskyabs	the barley (tibetan or highland)	ɕə̂	ɕə̂		38894
4042	BragbarSitu	the barley (tibetan or highland)	swɐ̂j	swɐ̂j	ZhangForthcoming	
4315	Geshiza	the barley (tibetan or highland)		ɕi	Honkasalo2019	
4737	GuanyinqiaoKhroskyabs	the barley (tibetan or highland)	ɕə⁵³	ɕə⁵³	Huang2007	
5051	NjorogsKhroskyabs	the barley (tibetan or highland)		ɕi⁵⁵	Yin2007	
5613	Tshobdun	the barley (tibetan or highland)	tɐʃe	tɐʃe	Sun2019	
5963	NgyaltsuZbu	the barley (tibetan or highland)	tɐɕíʔ	tɐɕíʔ	Gong2018	
6369	Zlarong	the barley (tibetan or highland)	xa13	xa13	Zhao2019	
6544	KyomkyoSitu	the barley (tibetan or highland)	swej	swej	Prins2016	
57	Bantawa	the belly	buk	buk	Jongens2009	33865
314	Daofu	the belly	vo	vo	Huang1992	18629
606	Japhug	the belly	tɯ-xtu	tɯ-xtu	Jacques2015b	472
1006	Tangut	the belly	.o¹	.o¹	Li1997	476
1369	WobziKhroskyabs	the belly	jdû	jdû	Lai2017	31560
1696	Zhaba	the belly	vei¹³	vei¹³	Huang1992	21179
1974	MaerkangrGyalrong	the belly	tə pok	tə pok	Huang1992	25645
2242	MuyaKangding	the belly	βə³³lø⁵³	βə³³lø⁵³	Huang1992	22434
2643	MenyaGao	the belly		1vəlø	Gao2016	
2838	OldBurmese	the belly	po₂k	po₂k		31117
3089	QueyuXinlong	the belly	lvu⁵⁵	lvu⁵⁵	Huang1992	19979
3090	QueyuXinlong	the belly	rvu⁵⁵	rvu⁵⁵	Huang1992	19980
3284	QueyuPubarong	the belly	bɤ̄	bɤ̄	GuanForthcoming	
3697	SiyuewuKhroskyabs	the belly	ɣdû	ɣdû		38895
4043	BragbarSitu	the belly	tə-vō	tə-vō	ZhangForthcoming	
4555	Geshiza	the belly		vəu	Honkasalo2019	
4738	GuanyinqiaoKhroskyabs	the belly	ɣdu⁵³	ɣdu⁵³	Huang2007	
5274	NjorogsKhroskyabs	the belly		sə³³tʰa⁵⁵	Yin2007	
5431	Tshobdun	the belly	kʰɔ́χpe	kʰɔ́χpe	Sun2019	
5514	Tshobdun	the belly	po	po	Sun2019	
5654	Tshobdun	the belly	xtoʔ	xtoʔ	Sun2019	
6015	NgyaltsuZbu	the belly	və-xtúʔ	və-xtúʔ	Gong2018	
6367	Zlarong	the belly	wu13	wu13	Zhao2019	
6545	KyomkyoSitu	the belly	təvok	təvok	Prins2016	
58	Bantawa	the bird	cʰoŋwa	cʰoŋwa	Jongens2009	33868
315	Daofu	the bird	vdʑɛ vdʑu	vdʑɛ vdʑu	Huang1992	18787
607	Japhug	the bird	pɣa	pɣa	Jacques2015b	631
1007	Tangut	the bird	dʑjwow	dʑjwow	Li1997	37997
1008	Tangut	the bird	.we¹	.we¹	Li1997	635
1370	WobziKhroskyabs	the bird	jmbjə̂mpɑ	jmbjə̂mpɑ	Lai2017	31563
1697	Zhaba	the bird	ptsia³³ptsi⁵⁵	ptsia³³ptsi⁵⁵	Huang1992	21359
1975	MaerkangrGyalrong	the bird	pɑ tsɑ	pɑ tsɑ	Huang1992	17559
2243	MuyaKangding	the bird	ndʑe⁵⁵ɦu³³	ndʑe⁵⁵ɦu³³	Huang1992	22597
2529	MenyaGao	the bird		1ndʑeɦu	Gao2016	
2839	OldBurmese	the bird	ṅhak	ṅhak		31118
3091	QueyuXinlong	the bird	ɕe⁵⁵bʑi³³	ɕe⁵⁵bʑi³³	Huang1992	20149
3382	QueyuPubarong	the bird	ʁotɕʰi	ʁotɕʰi	GuanForthcoming	
3698	SiyuewuKhroskyabs	the bird	ɣbjə̂m	ɣbjə̂m		38896
4044	BragbarSitu	the bird	kəmbjâm	kəmbjâm	ZhangForthcoming	
4565	Geshiza	the bird		wəzə	Honkasalo2019	
4739	GuanyinqiaoKhroskyabs	the bird	ɣbjem⁵³bja⁵⁵	ɣbjem⁵³bja⁵⁵	Huang2007	
5086	NjorogsKhroskyabs	the bird		ɣbjam⁵⁵	Yin2007	
5509	Tshobdun	the bird	pɣɐpɣe	pɣɐpɣe	Sun2019	
5933	NgyaltsuZbu	the bird	pɣéʔ	pɣéʔ	Gong2018	
6228	Zlarong	the bird	ndʑe55ndʑe55	ndʑe55ndʑe55	Zhao2019	
6546	KyomkyoSitu	the bird	patʃu	patʃu	Prins2016	
59	Bantawa	the blood	hɨ	hɨ	Jongens2009	33871
316	Daofu	the blood	she	she	Huang1992	18645
608	Japhug	the blood	tɤ-se	tɤ-se	Jacques2015b	790
1009	Tangut	the blood	sjij¹	sjij¹	Li1997	794
1371	WobziKhroskyabs	the blood	sə̂	sə̂	Lai2017	31566
1698	Zhaba	the blood	ɕhʌ¹³	ɕhʌ¹³	Huang1992	21205
1976	MaerkangrGyalrong	the blood	tɑ ʃi	tɑ ʃi	Huang1992	19317
2244	MuyaKangding	the blood	sa⁵³	sa⁵³	Huang1992	25115
2577	MenyaGao	the blood		1sæ̠	Gao2016	
2840	OldBurmese	the blood	suyḥ	suyḥ		31119
3092	QueyuXinlong	the blood	si⁵⁵	si⁵⁵	Huang1992	20009
3418	QueyuPubarong	the blood	ˣsʰɨ	ˣsʰɨ	GuanForthcoming	
3699	SiyuewuKhroskyabs	the blood	sə̂	sə̂		38897
4045	BragbarSitu	the blood	ta-ɕī	ta-ɕī	ZhangForthcoming	
4482	Geshiza	the blood		sʰe	Honkasalo2019	
4740	GuanyinqiaoKhroskyabs	the blood	sə⁵³	sə⁵³	Huang2007	
5275	NjorogsKhroskyabs	the blood		sə⁵⁵	Yin2007	
5612	Tshobdun	the blood	tɐsɐ	tɐsɐ	Sun2019	
5971	NgyaltsuZbu	the blood	tɑ-sɑ́ʔ	tɑ-sɑ́ʔ	Gong2018	
6290	Zlarong	the blood	sɛ53	sɛ53	Zhao2019	
6547	KyomkyoSitu	the blood			Prins2016	
60	Bantawa	the body hair (hair or fur)	mɨwa	mɨwa	Jongens2009	33873
317	Daofu	the body hair (hair or fur)	spə	spə	Huang1992	18741
318	Daofu	the body hair (hair or fur)	spə spa	spə spa	Huang1992	18742
609	Japhug	the body hair (hair or fur)	tɤ-rme	tɤ-rme	Jacques2015b	30730
1010	Tangut	the body hair (hair or fur)	mej	mej	Li1997	38213
1372	WobziKhroskyabs	the body hair (hair or fur)	smɑ̂ɣ	smɑ̂ɣ	Lai2017	31568
1699	Zhaba	the body hair (hair or fur)	shu¹³	shu¹³	Huang1992	21313
1977	MaerkangrGyalrong	the body hair (hair or fur)	tɑ rȵᴇ	tɑ rȵᴇ	Huang1992	17519
2245	MuyaKangding	the body hair (hair or fur)	mo²⁴	mo²⁴	Huang1992	22552
2513	MenyaGao	the body hair (hair or fur)		1mɔ̠	Gao2016	
2841	OldBurmese	the body hair (hair or fur)	muyḥ	muyḥ		31120
3093	QueyuXinlong	the body hair (hair or fur)	m̥e¹³rie⁵⁵	m̥e¹³rie⁵⁵	Huang1992	20103
3342	QueyuPubarong	the body hair (hair or fur)	m̥ū	m̥ū	GuanForthcoming	
3700	SiyuewuKhroskyabs	the body hair (hair or fur)	rmə̂	rmə̂		38898
4046	BragbarSitu	the body hair (hair or fur)	ta-rɲê	ta-rɲê	ZhangForthcoming	
4047	BragbarSitu	the body hair (hair or fur)	smɐ̂k	smɐ̂k	ZhangForthcoming	
4570	Geshiza	the body hair (hair or fur)		wmərja	Honkasalo2019	
4741	GuanyinqiaoKhroskyabs	the body hair (hair or fur)	ba³³spə⁵³	ba³³spə⁵³	Huang2007	
