ID	DOCULECT	GLOSS_IN_SOURCE	CONCEPT	IPA	TOKENS	ALIGNMENT	NOTE	BORROWING	CHINESE	COGID	COGIDS	HANZI	MORPHEME_STRUCTURE 
18060	Muya	seed	the seed	ɣə²⁴	ɣ ə ²⁴					0			
18066	Zhaba_Daofu_County	dirty	dirty	ma³³ʂtsᴜ̃⁵⁵ma³³	m a ³³ ◦ ʂ ts ᴜ̃ ∼ ⁵⁵ ◦ m a ³³	m a ³³ ◦ ʂ ts ᴜ̃ ∼ ⁵⁵ ( ◦ m a ³³ )	!	Tibetan[gtsaŋ]		1005			
18067	rGyalrong_Maerkang	salty	salty	kə tsri	k ə _ ts r i	( k ə _ ) ts r i - ( - - - - - - - - )				1006			
18071	rGyalrong_Maerkang	dirty	dirty	mɑk ʃo	m ɑ k _ ʃ o	m ɑ k _ ʃ o				1009			
18072	rGyalrong_Maerkang	living (adj.)	to be alive	kə sə so	k ə _ s ə _ s o	) k ə _ s ə _ s o				280			
18115	rGyalrong_Maerkang	wipe (the table)	to wipe	kɑ phis	k ɑ _ ph i s	- k ɑ _ ph i s		tib[pʰjis]		2495			
18118	rGyalrong_Maerkang	hide (sthg.)	to hide (conceal)	kɑ ʃɑ pki	k ɑ _ ʃ ɑ _ p k i	k ɑ _ ʃ ɑ _ p k i	!			3170			
18128	rGyalrong_Maerkang	sing	to sing	khɐ bʒə kɑ pɑ	kh ɐ _ b ʒ ə _ k ɑ _ p ɑ	kh ɐ _ b ʒ ə _ k ɑ _ p ɑ	!			3254			
18138	rGyalrong_Maerkang	eat	to eat	kɑ zɑ	k ɑ _ z ɑ	) k ɑ _ z ɑ				3419			
18162	rGyalrong_Maerkang	fight	to fight	tɐ lɐ lɐt kɑ pɑ	t ɐ _ l ɐ _ l ɐ t _ k ɑ _ p ɑ	) t ɐ _ l ɐ _ l ɐ t _ k ɑ _ p ɑ				1456			
18191	rGyalrong_Maerkang	burn	to burn [intransitive]	kə nɑt	k ə _ n ɑ t	k ə _ n ɑ t				3198			
18219	rGyalrong_Maerkang	fly	to fly (move through air)	kɑ bjɑm	k ɑ _ b j ɑ m	) k ɑ _ b j ɑ m				10206			
18253	rGyalrong_Maerkang	shy, be / bashful	shy	kɑ nɑ srɑk	k ɑ _ n ɑ _ s r ɑ k					2478			
18316	rGyalrong_Maerkang	live / reside	to reside (live)	kɑ ȵi	k ɑ _ ȵ i	) k ɑ _ ȵ i				1038			
18349	rGyalrong_Maerkang	come	to come	kɑ po	k ɑ _ p o	) k ɑ _ p o				759			
18356	rGyalrong_Maerkang	flow (of water)	to flow	(tə tʃi) kə ndə	t ə _ tʃ i _ k ə _ n d ə	t ə _ tʃ i _ k ə _ n d ə	!			3267			
18377	rGyalrong_Maerkang	scratch (an itch)	to scratch	kɐ rɐ khrok	k ɐ _ r ɐ _ kh r o k	k ɐ _ r ɐ _ kh r o k				3276			
18382	rGyalrong_Maerkang	throw up / vomit	to vomit	kɐ mə mphɐt	k ɐ _ m ə _ m ph ɐ t	) k ɐ _ m ə _ m ph ɐ t	!			736			
18394	rGyalrong_Maerkang	float	to float	kə wɐ tsi wɐt	k ə _ w ɐ _ ts i _ w ɐ t	k ə _ w ɐ _ ts i _ w ɐ t				3288			
18411	rGyalrong_Maerkang	marry (a woman)	to marry (a man marries a woman)	kɑ kro	k ɑ _ k r o	k ɑ _ k r o				3106			
18422	rGyalrong_Maerkang	knead (dough)	to knead	kɑ ni	k ɑ _ n i	- k ɑ _ n i				4197			
18454	Muya	house	the house	tɕe⁵³	tɕ e ⁵³					0			
18456	rGyalrong_Maerkang	count (numbers)	to count	kɐ rtsə	k ɐ _ r ts ə	) k ɐ _ r ts ə	!	tib[rtsi]		1019			
18458	Daofu	left	left	ʁjun	ʁ j u n	ʁ j u n - ( - - - - )		Tibetan[gjon]		200			
18460	rGyalrong_Maerkang	sleep	to sleep	kɑ rmɑ	k ɑ _ r m ɑ	( k ɑ - _ ) r m ɑ -	!			1107			
18462	rGyalrong_Maerkang	die	to die	kɑ ʃi	k ɑ _ ʃ i	) k ɑ _ ʃ i				163			
18468	rGyalrong_Maerkang	lie down	to lie down	lɐ nə ʒgə	l ɐ _ n ə _ ʒ g ə	l ɐ _ n ə _ ʒ g ə	!			2363			
18472	rGyalrong_Maerkang	lick / lap	to lick	kɑ nə ntsok	k ɑ _ n ə _ n ts o k	k ɑ _ n ə _ n ts o k	!			3164			
18477	rGyalrong_Maerkang	hear	to hear	kɑ msɑm	k ɑ _ m s ɑ m	k ɑ _ m s ɑ m	!			3152			
18479	rGyalrong_Maerkang	steal	to steal	kɑ nə ʃmo	k ɑ _ n ə _ ʃ m o	k ɑ _ n ə _ ʃ m o				3334			
18480	rGyalrong_Maerkang	throw / hurl	to throw	kɐ nɐ stəm	k ɐ _ n ɐ _ s t ə m	k ɐ _ n ɐ _ s t ə m	!			3336			
18481	rGyalrong_Maerkang	spit	to spit	(tə ŋɑr) kɐ phʃət	t ə _ ŋ ɑ r _ k ɐ _ ph ʃ ə t	t ə _ ŋ ɑ r _ k ɐ _ ph ʃ ə t	!			1115			
18482	rGyalrong_Maerkang	push / shove	to push	kɐ ktʂɐk	k ɐ _ k tʂ ɐ k	k ɐ _ k tʂ ɐ k	!			1116			
18487	rGyalrong_Maerkang	dig / scoop out	to dig	kɑ lwɑ	k ɑ _ l w ɑ	k ɑ _ l w ɑ				3223			
18491	rGyalrong_Maerkang	play / amuse oneself	to play	kɑ mbri	k ɑ _ m b r i	k ɑ _ m b r i				3341			
18492	rGyalrong_Maerkang	forget	to forget	kɐ jməs	k ɐ _ j m ə s	) k ɐ _ j m ə s	!			1575			
18511	rGyalrong_Maerkang	think	to think (reflect)	səm◦mnot kɑpɑ	s ə m ◦ m n o t _ k ɑ p ɑ	) s ə m ◦ m n o t _ k ɑ p ɑ	!	Tib [sam blo]		2500			
18512	rGyalrong_Maerkang	think	to think (reflect)	sə so kɑpɑ	s ə _ s o _ k ɑ p ɑ	) s ə _ s o _ k ɑ p ɑ	!			10586			
18521	rGyalrong_Maerkang	laugh / smile	to laugh	kɑ nɑ ri	k ɑ _ n ɑ _ r i	) k ɑ _ n ɑ _ r i				438			
18522	rGyalrong_Maerkang	blow (one's nose)	to blow (of wind)	tə ʃnɐm kɑ snɑr	t ə _ ʃ n ɐ m _ k ɑ _ s n ɑ r	t ə _ ʃ n ɐ m _ k ɑ _ s n ɑ r				3361			
18524	rGyalrong_Maerkang	learn	to learn	kɐ slɐp	k ɐ _ s l ɐ p	) k ɐ _ s l ɐ p		tib[slob]		439			
18531	rGyalrong_Maerkang	bite	to bite	khɑ mtʃik kɐ lɐt	kh ɑ _ m tʃ i k _ k ɐ _ l ɐ t	) kh ɑ _ m tʃ i k _ k ɐ _ l ɐ t	!			2223			
18539	rGyalrong_Maerkang	plant (trees)	to plant (vegetals, rice)	kɑ plu	k ɑ _ p l u	k ɑ _ p l u				3373			
18542	rGyalrong_Maerkang	stand	to stand	kɑ rjɑp	k ɑ _ r j ɑ p	- k ɑ _ r j ɑ p				2246			
18550	rGyalrong_Maerkang	know	to know (something)	kɐ ʃə	k ɐ _ ʃ ə	- k ɐ _ ʃ ə				2279			
18557	rGyalrong_Maerkang	walk	to walk	kɑ ptʂᴇ	k ɑ _ p tʂ ᴇ	k ɑ _ p tʂ ᴇ	!			3785			
18561	Daofu	sky	the sky	pqɑ	p q ɑ	p q ɑ	!			3390			
18562	Daofu	sky	the sky	mɑ mqɑ	m ɑ + m q ɑ	) m ɑ + m q ɑ	!			499			
18563	Daofu	sun	the sun	ɣbə	ɣ b ə	ɣ b ə	!			3166			
18564	Daofu	moon	the moon	ɬə ɣnə	ɬ ə + ɣ n ə	- ɬ ə + ɣ n ə				2081			
18565	Daofu	star	the star	zgre	z g r e	- z g r e	!			1073			
18566	Daofu	cloud	the cloud	zdo	z d o	z d o - - - -	!			927			
18567	Daofu	thunder	the thunder	scçɑ lu	s cç ɑ + l u	s cç ɑ + l u	!			1162			
18568	Daofu	wind	the wind	xpə rju	x p ə + r j u	x p ə + r j u	!			3394			
18569	Daofu	rain	the rain	mə qhi	m ə + qʰ i	- m ə + qʰ i				1164			
18570	Daofu	rainbow	the rainbow	ndʑa	n dʑ a	- n dʑ a	!	Tibetan[ɴdʑa]		94			
18571	Daofu	snow	the snow	kha va	kʰ a + v a	) kʰ a + v a		Tibetan[kha.ba]		131			
18572	Daofu	hail	the hail	lmə	l m ə	( - - - ) l m ə -	!			1166			
18573	Daofu	frost	the frost	bɛ mu	b ɛ + m u	b ɛ - - - ( - - - - - - + m u - - - - - - - - - - )		Tibetan[ba.mo]		97			
18575	Daofu	fog	the fog	zdo mə	z d o + m ə	( - - - ) z d o - - - - ( - - - - - - - - - + m ə )	!			668			
18576	Daofu	ice	the ice	lvo	l v o	( - - - - - - - - - ) - l v - - - - - o - - - ( - )	!			1169			
18577	Daofu	fire	the fire	ɣmə	ɣ m ə	( - - - - - - - - - - - - - ) ɣ - m - ə - ( - ) - - ( - - - )				1746			
18578	Daofu	smoke	the smoke	m◦khə	m kʰ ə	) m kʰ ə	!			68			
18581	Daofu	hill / mountain	the mountain	la	l a	l a		Tibetan[la]		963			
18582	Daofu	hill / mountain	the mountain	ri rav	r i + r a v	r i + r a v		Tibetan[ri rab]		121			
18586	Daofu	river	the river	ɣrə	ɣ r ə	ɣ r ə				2346			
18587	Daofu	lake	the lake	mtshu	m tsʰ u	- m tsʰ u	!	tib[mtsʰo]		387			
18588	Daofu	sea	the sea	mtshu	m tsh u		!	tib[mtsho]		3122			
18591	Daofu	road	the road	tɕɛ	tɕ ɛ	tɕ ɛ				1175			
18592	Daofu	soil / earth	the earth (soil)	xtshə	x tsʰ ə	x tsʰ ə - -	!			29756			
18593	Daofu	sand	the sand	bji ma	b j i + m a	) b j i + m a		Tibetan[bje.ma]		118			
18594	Daofu	dust	the dust	fɬɛ fɬa	f ɬ ɛ + f ɬ a	f ɬ ɛ + f ɬ a				1176			
18595	Daofu	mud	the mud	ndʑɑ mbɑ	n dʑ ɑ + m b ɑ	n dʑ ɑ + m b ɑ	!			1177			
18596	Daofu	water	the water	ɣrə	ɣ r ə	- ɣ r ə				2787			
18597	Daofu	forest	the forest	nɑ	n ɑ	( - - - - - ) n ɑ - - - ( - - - - )		Tibetan[nags]		840			
18612	Daofu	head	the head	ʁə	ʁ ə	( - - - - - - - - - - - - - - ) - - ʁ - ə - - - - - ( - - - - - - - - - - - - - - - - )				1426			
18613	Daofu	hair	the hair (of the head)	ʁə rmi	ʁ ə + r m i	- - - - - - - - - - - - - - - - - ( - - - ) ʁ ə + r m i - - - - - - ( - - )	!			2014			
18614	Daofu	eye	the eye	mo	m o	( - - - - - ) - - - m - o - - - - ( - - - - - - - - - - - - - )				4			
18615	Daofu	nose	the nose	sni	s n i	- s n i				2090			
18616	Daofu	ear	the ear	ȵə	ȵ ə	( - - - - - - - - - - - - - - - - - - - - ) - ȵ ə - - - - - - - ( - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - )				32			
18617	Queyu_Xinlong	pull / lead (a cow) along	to pull	(kha¹³ me⁵⁵) tə⁵⁵zo⁵⁵	t ə ⁵⁵ ◦ z o ⁵⁵		!			0			
18619	Daofu	lip	the lip (the lips)	ɣumur	ɣ u m u r	ɣ u m u r	!			2075			
18622	Daofu	neck	the neck	vɮe	v ɮ e	- v ɮ e				122			
18623	Daofu	shoulder	the shoulder	lva	l v a	) l v a	!			13			
18624	Daofu	shoulder	the shoulder	lva tɕha	l v a + tɕʰ a	) l v a + tɕʰ a	!			13			
18625	Daofu	shoulder	the shoulder	lva poŋ	l v a + p o ŋ	) l v a + p o ŋ	!			13			
18626	Daofu	armpit	the armpit	phjɛ kə və	pʰ j ɛ + k ə + v ə	( - - - ) pʰ j ɛ - + k ə + - v ə - - -				3172			
18628	Daofu	breast	the breast (female)	nu nu	n u + n u	( - - - - - - ) n u - - - ( - + n u - - - - - - - - - - - - - - - - )				10186			
18629	Daofu	belly	the belly	vo	v o	- - v o - - - - - - - - - -				10241			
18631	Daofu	thigh	the thigh	blɛ	b l ɛ	) b l ɛ		tib[brla]		865			
18632	Daofu	knee	the knee	rŋə mo	r ŋ ə + m o	r ŋ ə + m o	!			1193			
18633	Daofu	knee	the knee	rŋə	r ŋ ə	r ŋ ə	!			1193			
18635	Daofu	foot	the foot	ʂko	ʂ k o	ʂ k - o - - ( - - - - - )	!			866			
18636	Daofu	hand	the hand	ɮa	ɮ a	( - - - ) ɮ a - - ( - - - - - - - - - - - )				229			
18639	Daofu	nail	the nail (fingernail or claw)	nɛ ldzə	n ɛ + l dz ə	- n ɛ + l dz ə	!			1194			
18642	Daofu	skin	the skin	dʑi dʑa	dʑ i + dʑ a	- dʑ i + dʑ a				2473			
18644	Queyu_Xinlong	marry (a woman)	to marry (a man marries a woman)	ȵo⁵⁵	ȵ o ⁵⁵					0			
18645	Daofu	blood	the blood	she	sʰ e	( - - - - - - - - - - - - - - - - - - ) sʰ - e - - ( - - - - - )				29703			
18648	Daofu	bone	the bone	rə ra	r ə + r a	( - - - - - - - - ) - r ə - - - ( - ) - ( - - - - - + r a - - - - - - - - - - - - - - - )				2			
18650	Daofu	tooth	the tooth (front)	ɕə	ɕ ə	- ɕ ə				10482			
18657	Daofu	liver	the liver	shi	sʰ i	- sʰ i				2076			
18665	Daofu	nit	the nit	ɕə	ɕ ə	- ɕ ə				190			
18671	Daofu	child	the child (young human)	ge de	g e _ d e					3110			
18675	Daofu	man	the man (male human)	pə ŋa	p ə + ŋ a	p ə + ŋ a				1205			
18676	Daofu	woman	the woman	sme	s m e	- s m e				29768			
18688	Queyu_Xinlong	knead (dough)	to knead	(tʂi¹³ ndɔ⁵⁵) kɯ⁵⁵ɬɛ⁵⁵	k ɯ ⁵⁵ ◦ ɬ ɛ ⁵⁵		!			0			
18695	Daofu	father	the father	a pa	a + p a	( - - - - - - - a - + ) - p a - - - ( - - - - - - - - - - - - )	exclude languages where *a does not remain a			107			
18696	Daofu	mother	the mother	a mə	a + m ə	- a + m ə				1213			
18697	Daofu	son	the son	ze	z e	) z e				73			
18698	Daofu	daughter	the daughter	sme	s m e	( - - ) s m e - -				746			
18724	Daofu	husband (reference)	the husband	pə ŋa	p ə _ ŋ a					1940			
18725	Daofu	husband (address)	the husband	ɣdʑə və	ɣ dʑ ə _ v ə		!			1938			
18726	Daofu	wife	the wife	lɛji	l ɛ j i		!			2932			
18729	Daofu	come	to come	ɮɛ	ɮ ɛ	- ɮ ɛ	doubtful			10244			
18739	Daofu	horn	the horn (keratinized skin)	qrə mbə	q r ə + m b ə	( - - - - - - - - - ) - - q r - ə - - - ( - - - - + m b ə - - - - )	!			312			
18740	Daofu	hoof	the hoof	rȵu pa	r ȵ u + p a	r ȵ u - - ( + p - a - )	!	tib[rmig.pa]		912			
18741	Daofu	hair / down	the body hair (hair or fur)	spə	s p ə	s p ə - ( - - - - )	!	tib[spu]		137			
18742	Daofu	hair / down	the body hair (hair or fur)	spə spa	s p ə + s p a	s p ə - ( + s p a )	!	tib[spu]		137			
18743	Daofu	tail	the tail	rŋa ma	r ŋ a + m a	) r ŋ a + m a	!	Tibetan[rŋa.ma]		914			
18744	Daofu	horse	the horse	rɣi	r ɣ i		!			3151			
18746	Daofu	sheep	the sheep	lɑ ʁɑ	l ɑ + ʁ ɑ	) l ɑ + ʁ ɑ				231			
18747	Daofu	goat	the goat	tshɛ	tsʰ ɛ	( - - ) tsʰ ɛ - - ( - - - - - - - )				774			
18748	Daofu	goat (male)	the goat	tɛ pu	t ɛ + p u	t ɛ + p u				3576			
18753	Daofu	pig	the pig	va	v a	- v a				2092			
18756	Daofu	dog	the dog	kə ta	k ə + t a	( - - - - - - - - - - - - ) k - ə - - ( - ) - ( + ) t a ( - - - - - )				2065			
18762	Daofu	wing	the wing	ɕɑ spɑ	ɕ ɑ + s p ɑ	ɕ ɑ + s p ɑ	!			3587			
18763	Daofu	feather / plume	the feather	ɣra spə	ɣ r a + s p ə	- - - - - - - - ɣ r a + s p ə -	!	Tibetan spu		921			
18768	Daofu	tiger	the tiger	stɑ	s t ɑ	- s t ɑ	!	tib[stag]		1105			
18777	rGyalrong_Maerkang	sky	the sky	nɐm khɐ	n ɐ m _ kh ɐ	) n ɐ m _ kh ɐ		Tib[nam.mkha]		254			
18781	Daofu	otter	the otter	ʂsəm	ʂ s ə m	- ʂ s ə m	!			1290			
18783	Daofu	mouse	the mouse or rat	ftɕə	f tɕ ə	- f tɕ ə	!			10424			
18785	Daofu	wolf	the wolf	spjoŋ kə	s p j o ŋ + k ə	- s p j o ŋ + k ə	!	tib[spʲaŋ.ki]		741			
18786	Daofu	fox	the fox	dʑi vɛ	dʑ i + v ɛ	- - - dʑ i + v ɛ				4210			
18787	Daofu	bird	the bird	vdʑɛ vdʑu	v dʑ ɛ + v dʑ u	v dʑ ɛ + v dʑ u -	!	tibetan[bya] (yunfan 15/02/19)		1236			
18794	Daofu	sparrow	the sparrow	ɣzə	ɣ z ə		!			3599			
18801	rGyalrong_Maerkang	cloud	the cloud	zdᴇm	z d ᴇ m	z d ᴇ - - m -	!			927			
18804	Daofu	snake	the snake	mtʂhi	m ʈʂʰ i	- m ʈʂʰ i	!			70			
18807	Daofu	frog	the frog	spu ntɕhɛn	s p u + n tɕʰ ɛ n	( - - - - ) - s p - u - - - ( - ) - ( - - - - - - - - - - + n tɕʰ ɛ n - - - - - - - - - - - - - - - - - - - - - - - - - - - - )	!			145			
18809	Daofu	fish	the fish	ʁjə	ʁ j ə	( - - - - ʁ - - - ) j ə -				804			
18810	Daofu	insect / worm	the worm	ba bə	b a _ b ə					2981			
18813	Daofu	louse	the louse	ɕo	ɕ o	- ɕ o		tib[shig] (yunfan 15/02/19)		2077			
18817	Daofu	spider	the spider	a mbə	a + m b ə	a + m b ə	!			2659			
18825	Daofu	tree	the tree	lə phu	l ə + pʰ u	l ə + pʰ u				3679			
18829	Daofu	leaf	the leaf	lba lə	l b a + l ə	- l b a + l ə	!			881			
18830	Daofu	flower	the flower	me to	m e + t o	m e - - + t o - - - - - -		tib[me.tog]		248			
18832	Daofu	pit / stone	stone (of fruit)	ʂqhə cçha	ʂ qh ə _ cçh a		!			2640			
18833	Daofu	mouth	the mouth	jɑ	j ɑ	j ɑ				1246			
18839	Daofu	bamboo	the bamboo	ʁɮə	ʁ ɮ ə	ʁ ɮ - ə	!			821			
18850	Daofu	new	new	xso xso	x s o + x s o	x s o - - - ( - - - - + x s o )	!			23			
18856	Daofu	wheat	the wheat	ɮe	ɮ e					3234			
18881	Daofu	meat	the meat	bjoŋ noŋ	b j o ŋ + n o ŋ	b j o ŋ + n o ŋ				1256			
18888	Daofu	egg	the egg	zgə ŋa	z g ə + ŋ a	( - - - - - ) z g ə - - + ŋ a - - - - -	!	Tibetan[sgoŋa]		850			
18927	Daofu	house	the house	jo	j o	( - - - ) j - o - - ( - - - ) -				209			
18948	Daofu	bad	bad	qhə mɛ	qʰ ə + m ɛ	( - - - ) qʰ ə + m ɛ				1271			
18961	rGyalrong_Maerkang	soil / earth	the earth (soil)	tɑ tʂo	t ɑ _ tʂ o	t ɑ _ tʂ o				1275			
19024	Daofu	rope / string	the rope	sku lu	s k u + l u	s k u + l u	!			3993			
19026	Daofu	sickle	the sickle	ɕha re	ɕh a _ r e					3297			
19027	Daofu	sickle	the sickle	ɕha ren	ɕh a _ r e n					3297			
19044	Muya	below / under	below, under	mɐ̃³³tɕhø⁵³	m ɐ̃ ∼ ³³ ◦ tɕh ø ⁵³					0			
19062	Muya	fish	the fish	buə̱⁵³	b u ə̱ ⁵³					0			
19070	Daofu	name	the name	mȵoŋ	m ȵ o ŋ	- m ȵ o ŋ	!			18			
19079	Daofu	dream	the dream	rȵi lam	r ȵ i + l a m	( - - - - - - - - - - - - - - - - - - - - ) r ȵ - i - - - - - - ( - + l a m - - - - - - - - - )	!	Tibetan[rmi.lam]		10555			
19088	Daofu	right	right	ʁje	ʁ j e	( - - - - - ) ʁ j e - ( - ) - ( - - - - )		Tibetan[gjas]		10429			
19089	Daofu	front	the front (front side)	ŋə ste	ŋ ə + s t e	- ŋ ə - - - ( - - - - - - - - - - - - - - - - - - + s t e )	!			1305			
19090	Daofu	front	the front (front side)	ŋə	ŋ ə	- ŋ ə - - - ( - - - - - - - - - - - - - - - - - - - - - - )				1305			
19093	Daofu	outside	outside	phi su	pʰ i + s u	( - - - ) pʰ - i - ( - + s u - - - - - - - )		tib[pʰʲi]		267			
19094	Daofu	inside	inside	noŋ	n o ŋ	n o ŋ - ( - - - - )		tib[naŋ]		255			
19109	Daofu	over / above	above	rə nkhvɛ	r ə + n kʰ v ɛ	r ə + n kʰ v ɛ				1310			
19110	Daofu	below / under	below, under	nə nkhvɛ	n ə + n kʰ v ɛ	n ə + n kʰ v ɛ				10180			
19114	Daofu	today	today	pə sȵi	p ə + s ȵ i	p ə + s ȵ i				1313			
19115	Daofu	yesterday	yesterday	a və sȵi	a + v ə + s ȵ i	a + v ə + s ȵ i				1314			
19120	Daofu	morning	morning	ga ɕha	g a + ɕʰ a	g a + ɕʰ a				1317			
19121	Daofu	noon	noon	sȵə xcçən	s ȵ ə + x cç ə n	s ȵ ə + x cç ə n	!	tib[dkʲil]		1318			
19125	rGyalrong_Maerkang	ear	the ear	tə rnɑ	t ə _ r n ɑ	( - - - - - - - - - t ə _ - - - - - - - - ) r n ɑ - - - - - - - ( - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - )	!			32			
19136	Daofu	year	the year	kvo	k v o	- k v o				4196			
19138	rGyalrong_Maerkang	lip	the lip (the lips)	tə ʃnos	t ə _ ʃ n o s	- t ə _ ʃ n o s				1254			
19148	Daofu	one	one	ro	r o	- - - r o - - ( - ) - ( - - )				302			
19149	Daofu	two	two	ɣnə	ɣ n ə	) ɣ n ə				102			
19150	Daofu	three	three	xsu	x s u	) x s u	!			283			
19151	Daofu	four	four	ɤɮə	ɣ ɮ ə	ɣ - - - - - ɮ ə - - - - - - ( - - - - - - )	!			263			
19153	Daofu	six	six	xtɕho	x tɕʰ o	- - - - - - x - - - - tɕʰ - o - - - - - - ( - )	!			306			
19154	Daofu	seven	seven	zȵe	z ȵ e	( - - - - - - ) z - - - ȵ - e - - ( - - - - - )				55			
19155	Daofu	eight	eight	rjɛ	r j ɛ	( - - - - - - - ) - - - r j - ɛ - - - ( - - ) - -				183			
19157	Daofu	ten	ten	zʁa	z ʁ a	z - ʁ a - - - - - -				364			
19162	Daofu	twenty	twenty	ɣnə sqha	ɣ n ə _ s qh a		!			4759			
19167	Daofu	hundred	hundred	rjə	r j ə	( - - - - - ) - - - - r - j ə - - - ( - - - - - - )				185			
19192	rGyalrong_Maerkang	knee	the knee	tə mŋɑ	t ə _ m ŋ ɑ	t ə _ m ŋ ɑ	!			1193			
19213	rGyalrong_Maerkang	hand	the hand	tɐ jɐk	t ɐ _ j ɐ k	( t ɐ _ ) j ɐ k - ( - - - - - - - - - - - )	!			229			
19223	Daofu	I	I [first person singular]	ŋa	ŋ a	ŋ - a - - - - -				327			
19226	Daofu	you	thou [second person singular]	ȵi	ȵ i	) ȵ i				10475			
19240	Daofu	here	here	ɛ de qhɛ	ɛ _ d e _ qh ɛ					1864			
19245	Daofu	there	there	a wu thu	a _ w u _ th u					2701			
19247	Daofu	who	who	shə	sʰ ə	- sʰ ə				2253			
19249	Daofu	where	where	lo rə	l o _ r ə					2905			
19256	Daofu	all / everything	all	thəm tɕɛ	th ə m _ tɕ ɛ			tib[tʰams.tɕad]		3682			
19258	Daofu	big / large	big	gɛ cçhɛ	g ɛ + cçʰ ɛ	g ɛ + cçʰ ɛ				1349			
19259	Daofu	small	small	ge de	g e + d e	g e + - - - d e - -				1350			
19262	Daofu	high / tall (of trees)	high / tall	gɛ mthu	g ɛ + m tʰ u	g ɛ + m tʰ u - - - - - - - -	!	tib[mtʰo]		139			
19263	Daofu	high / tall (of person's physique)	high / tall	gɛ cçhɛ	g ɛ + cçʰ ɛ	g ɛ + cçʰ ɛ				1351			
19270	Daofu	short	short	lji lje	l j i + l j e	l j i + l j e				1353			
19271	Daofu	far / distant	far	gɛ tɕe dʑi	g ɛ + tɕ e + dʑ i	g ɛ + tɕ e + dʑ i				1354			
19272	Daofu	near	near	nthɑ ne	n tʰ ɑ + n e	( - - - ) n tʰ ɑ ( + n e )	!	Tibetan[thag ɲe]		1355			
19274	Daofu	narrow	narrow	xtɕhe xtɕhe	x tɕʰ e + x tɕʰ e	x tɕʰ e + x tɕʰ e -	!			671			
19276	Daofu	thick	thick	ɣɮa ɣɮa	ɣ ɮ a + ɣ ɮ a	- ɣ ɮ a + ɣ ɮ a				977			
19277	Daofu	thick	thick	ga ɣɮa	g a + ɣ ɮ a	- g a + ɣ ɮ a				977			
19281	Daofu	full	full	rə xsɛ	r ə + x s ɛ	( r ə + ) x s ɛ -	!			1357			
19285	Daofu	many / much	many	gɛ ɣre	g ɛ + ɣ r e	( g - ɛ + ) ɣ r e				1358			
19288	Daofu	circle / circular	round	ʁɑr ʁɑr	ʁ ɑ r + ʁ ɑ r	ʁ ɑ r + ʁ ɑ r				1359			
19289	Daofu	knead (dough)	to knead	lne	l n e	- l n e	!			4197			
19297	Daofu	horizontal	horizontal	gə ro ɣə ro	g ə + r o + ɣ ə + r o	g ə + r o + ɣ ə + r o				1360			
19300	Daofu	black	black	ȵa ȵa	ȵ a + ȵ a	( - - - ) - - - - - - - ( - - - - ) ȵ a - + ( - ȵ a - - - - - - - - - - - - - )				511			
19301	Daofu	black	black	ga ȵa	g a + ȵ a	( g a + ) - - - - - - - ( - - - - ) ȵ a - - ( - - - - - - - - - - - - - - - - )				511			
19306	Daofu	yellow	yellow	rȵə rȵə	r ȵ ə + r ȵ ə	r ȵ ə + r ȵ ə	!			2513			
19307	Daofu	yellow	yellow	gɛ rȵə	g ɛ + r ȵ ə	g ɛ + r ȵ ə	!			2513			
19309	Daofu	green	green	rŋə rŋə	r ŋ ə + r ŋ ə	r ŋ ə + - - r ŋ - ə - - - ( - - - - - )	!			1098			
19312	Daofu	dark	dark	ʁnɛ ʁnɛ	ʁ n ɛ + ʁ n ɛ	( - - - ) ʁ - n ɛ + ( ʁ n ɛ )				1363			
19313	Daofu	dark	dark	gɛ ʁnɛ	g ɛ + ʁ n ɛ	( g ɛ + ) ʁ - n ɛ - ( - - - )				1363			
19315	Daofu	light (weight)	light (of weight)	ɣjə ɣje	ɣ j ə + ɣ j e	( - ɣ j ə + ɣ - - - - - - - ) - j e - - - ( - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - )				10542			
19316	Daofu	light (weight)	light (of weight)	gɛ ɣje	g ɛ + ɣ j e	( g ɛ + - - ɣ - - - - - - - ) - j e - - - ( - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - )				10542			
19317	rGyalrong_Maerkang	blood	the blood	tɑ ʃi	t ɑ _ ʃ i	( - - - - - - - - - - - - - - - t ɑ _ ) ʃ - i - - ( - - - - - )				29703			
19319	Daofu	early	early	də ɕva	d ə + ɕ v a	( - - d ə + - - - ) - - - ɕ v a ( - - )	!			991			
19321	Daofu	late	late	gɛ skhrə	g ɛ + s kʰ r ə	( g ɛ + ) s kʰ r ə ( - - - - - )	!			1365			
19322	Daofu	sharp	sharp	skhvɛ skhvɛ	s kʰ v ɛ + s kʰ v ɛ	( - - - ) s kʰ v ɛ ( + s kʰ v ɛ )	!			1366			
19323	Daofu	sharp	sharp	gɛ skhvɛ	g ɛ + s kʰ v ɛ	( g ɛ + ) s kʰ v ɛ ( - - - - - )	!			1366			
