ID	ID_IN_SOURCE	DOCULECT	DOCULECT_NAME	CONCEPT	CONCEPTICON_ID	VALUE	FORM	TOKENS	COGID	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	IPA	DUPLICATES	COGIDS
4112		Geshiza	Geshiza	the day (opposed to night)	305_thedayopposedtonight	nælæ	nælæ	n æ l æ	0	4 7 5 7	AXBZ	NELE	4	4.N.C 4.E.V 4.L.C 4.E.V	2.0 1.5 1.75 0.8	nælæ	0	2230
4418		GuanyinqiaoKhroskyabs	Guanyinqiao_Khroskyabs	the day (opposed to night)	305_thedayopposedtonight	snə⁵⁵go³³	snə⁵⁵go³³	s n ⁵⁵/ə g ³³/o	0	3 4 7 1 7	ACXBZ	SNEKU	5	5.S.C 5.N.C 5.E.V 5.K.C 5.U.V	2.0 1.5 1.5 1.75 0.8	sn⁵⁵/əg³³/o	0	2231
4920		NjorogsKhroskyabs	Njorogs_Khroskyabs	the day (opposed to night)	305_thedayopposedtonight	sno³³go⁵⁵	sno³³go⁵⁵	s n ³³/o g ⁵⁵/o	0	3 4 7 1 7	ACXBZ	SNUKU	12	12.S.C 12.N.C 12.U.V 12.K.C 12.U.V	2.0 1.5 1.5 1.75 0.8	sn³³/og⁵⁵/o	0	2231
5534		NgyaltsuZbu	Ngyaltsu Zbu	the day (opposed to night)	305_thedayopposedtonight	ɕə̂z	ɕə̂z	ɕ ə̂/ə z	0	3 7 3	AXN	SES	11	11.S.C 11.E.V 11.S.c	2.0 1.5 0.8	ɕə̂/əz	0	2234
5712		Zlarong	Zlarong	the day (opposed to night)	305_thedayopposedtonight	ȵi31ŋɡa55	ȵi31ŋɡa55	ȵ ³¹/i ŋ g ⁵⁵/a	0	4 7 4 1 7	AXMBZ	NINKA	21	21.N.C 21.I.V 21.N.c 21.K.C 21.A.V	2.0 1.5 1.1 1.75 0.8	ȵ³¹/iŋg⁵⁵/a	0	2237
255		Bantawa	Kiranti_Bantawa	the dew	306_thedew	wacʰok	wacʰok	w a cʰ o k	0	6 7 1 7 1	AXBYN	WACUK	1	1.W.C 1.A.V 1.C.C 1.U.V 1.K.c	2.0 1.5 1.75 1.3 0.8	wacʰok	0	2244
356	24023	Daofu	rGyalrong_Daofu	the dew	306_thedew	rze	rze	r z e	10257	5 3 7	ACZ	RSE	3	3.R.C 3.S.C 3.E.V	2.0 1.5 0.8	rze	0	2246
633	25814	Japhug	rGyalrong_Japhug	the dew	306_thedew	tɤʑri	tɤʑri	t ɤ ʑ r i	10257	1 7 3 5 7	AXBCZ	TESRI	6	6.T.C 6.E.V 6.S.C 6.R.C 6.I.V	2.0 1.5 1.75 1.5 0.8	tɤʑri	0	2249
997	38216	Tangut	Tangut	the dew	306_thedew	zər	zər	z ə r	10257	3 7 5	AXN	SER	17	17.S.C 17.E.V 17.R.c	2.0 1.5 0.8	zər	0	2260
1314	31584	WobziKhroskyabs	Khroskyabs_Wobzi	the dew	306_thedew	rdzədó	rdzədó	r d z ə d ó/o	10257	5 1 3 7 1 7	ACCYBZ	RTSETU	19	19.R.C 19.T.C 19.S.C 19.E.V 19.T.C 19.U.V	2.0 1.5 1.5 1.3 1.75 0.8	rdzədó/o	0	2259
1617	21122	Zhaba	Qiangic_Zhaba	the dew	306_thedew	ʂʌ¹³	ʂʌ¹³	ʂ ¹³/ʌ	2011	3 7	AX	SE	20	20.S.C 20.E.V	2.0 1.5	ʂ¹³/ʌ	0	2252
1618	21123	Zhaba	Qiangic_Zhaba	the dew	306_thedew	ʂʌ³³ʐe⁵⁵	ʂʌ³³ʐe⁵⁵	ʂ ³³/ʌ ʐ ⁵⁵/e	10257	3 7 3 7	AXBZ	SESE	20	20.S.C 20.E.V 20.S.C 20.E.V	2.0 1.5 1.75 0.8	ʂ³³/ʌʐ⁵⁵/e	0	2252
1881	17337	MaerkangrGyalrong	rGyalrong_Maerkang	the dew	306_thedew	tʃhə ri	tʃhə ri	tʃʰ ə + r i	10257	1 7 9 5 7	AX_AX	TE_RI	8	8.T.C 8.E.V 8._._ 8.R.C 8.I.V	2.0 1.5 0.0 2.0 1.5	tʃʰə+ri	0	2250 2251
2137	22373	MuyaKangding	Muya-kangding	the dew	306_thedew	rɐ²⁴tɕə³³	rɐ²⁴tɕə³³	r ²⁴/ɐ tɕ ³³/ə	0	5 7 2 7	AXBZ	RECE	10	10.R.C 10.E.V 10.C.C 10.E.V	2.0 1.5 1.75 0.8	r²⁴/ɐtɕ³³/ə	0	2253
2528		MenyaGao	Menya-Gao	the dew	306_thedew	1ʐʌ	1ʐʌ	¹ ʐ ʌ	0	8 3 7	TBX	6SE	9	9.6.T 9.S.C 9.E.V	1.0 1.3 3.0	¹ʐʌ	1	2252
2695	31126	OldBurmese	OldBurmese	the dew	306_thedew	nhaṅḥ	nhaṅḥ	nh/n̥ a ŋ ɦ	1174	4 7 4 3	AXLN	NANH	13	13.N.C 13.A.V 13.N.c 13.H.c	2.0 1.5 1.1 0.8	nh/n̥aŋɦ	1	2256
2939	19915	QueyuXinlong	Queyu_Xinlong	the dew	306_thedew	si¹³pa⁵⁵	si¹³pa⁵⁵	s ¹³/i p ⁵⁵/a	0	3 7 1 7	AXBZ	SIPA	15	15.S.C 15.I.V 15.P.C 15.A.V	2.0 1.5 1.75 0.8	s¹³/ip⁵⁵/a	0	2258
3310		QueyuPubarong	Queyu_pubarong	the dew	306_thedew	sɨ̄kwə̄	sɨ̄kwə̄	s ɨ̄/ɨ kʷ ə̄/ə	0	3 7 1 7	AXBZ	SIKE	14	14.S.C 14.I.V 14.K.C 14.E.V	2.0 1.5 1.75 0.8	sɨ̄/ɨkʷə̄/ə	0	2257
3487	38908	SiyuewuKhroskyabs	Siyuewu_Khroskyabs	the dew	306_thedew	dzə̂dó	dzə̂dó	d z ə̂/ə d ó/o	0	1 3 7 1 7	ACXBZ	TSETU	16	16.T.C 16.S.C 16.E.V 16.T.C 16.U.V	2.0 1.5 1.5 1.75 0.8	dzə̂/ədó/o	0	2259
3805		BragbarSitu	Bragbar Situ	the dew	306_thedew	ɕirī	ɕirī	ɕ i r ī	0	3 7 5 7	AXBZ	SIRI	2	2.S.C 2.I.V 2.R.C 2.I.V	2.0 1.5 1.75 0.8	ɕirī	0	2245
4130		Geshiza	Geshiza	the dew	306_thedew	nzrə	nzrə	n z r ə	0	4 3 5 7	ACCZ	NSRE	4	4.N.C 4.S.C 4.R.C 4.E.V	2.0 1.5 1.5 0.8	nzrə	0	2247
4419		GuanyinqiaoKhroskyabs	Guanyinqiao_Khroskyabs	the dew	306_thedew	vər⁵³	vər⁵³	v ə ⁵³/r	0	3 7 5	AXN	BER	5	5.B.C 5.E.V 5.R.c	2.0 1.5 0.8	və⁵³/r	0	2248
4910		NjorogsKhroskyabs	Njorogs_Khroskyabs	the dew	306_thedew	sə⁵⁵rɕoq³³	sə⁵⁵rɕoq³³	s ⁵⁵/ə r ɕ o ³³/q	0	3 7 5 3 7 1	AXMBYN	SERSUK	12	12.S.C 12.E.V 12.R.c 12.S.C 12.U.V 12.K.c	2.0 1.5 1.1 1.75 1.3 0.8	s⁵⁵/ərɕo³³/q	0	2255
5535		NgyaltsuZbu	Ngyaltsu Zbu	the dew	306_thedew	tɑrzɯ̂	tɑrzɯ̂	t ɑ r z ɯ̂/ɯ	0	1 7 5 3 7	AXMBZ	TARSI	11	11.T.C 11.A.V 11.R.c 11.S.C 11.I.V	2.0 1.5 1.1 1.75 0.8	tɑrzɯ̂/ɯ	0	2254
5767		Zlarong	Zlarong	the dew	306_thedew	tɕhɛ55zi55	tɕhɛ55zi55	tɕʰ ⁵⁵/ɛ z ⁵⁵/i	0	2 7 3 7	AXBZ	CESI	21	21.C.C 21.E.V 21.S.C 21.I.V	2.0 1.5 1.75 0.8	tɕʰ⁵⁵/ɛz⁵⁵/i	0	2252
138		Bantawa	Kiranti_Bantawa	the dog	37_thedog	kutiwa	kutiwa	k u t i w a	0	1 7 1 7 6 7	AXBYBZ	KYTIWA	1	1.K.C 1.Y.V 1.T.C 1.I.V 1.W.C 1.A.V	2.0 1.5 1.75 1.3 1.75 0.8	kutiwa	0	2266
357	18756	Daofu	rGyalrong_Daofu	the dog	37_thedog	kə ta	kə ta	k ə + t a	2065	1 7 9 1 7	AX_AX	KE_TA	3	3.K.C 3.E.V 3._._ 3.T.C 3.A.V	2.0 1.5 0.0 2.0 1.5	kə+ta	0	2268 2269
634	2115	Japhug	rGyalrong_Japhug	the dog	37_thedog	khɯna	khɯna	kʰ ɯ n a	2065	1 7 4 7	AXBZ	KINA	6	6.K.C 6.I.V 6.N.C 6.A.V	2.0 1.5 1.75 0.8	kʰɯna	0	2267
635	35709	Japhug	rGyalrong_Japhug	the dog	37_thedog	khɯna	khɯna	kʰ ɯ n a	2065	1 7 4 7	AXBZ	KINA	6	6.K.C 6.I.V 6.N.C 6.A.V	2.0 1.5 1.75 0.8	kʰɯna	1	2267
998	2119	Tangut	Tangut	the dog	37_thedog	khjwɨ¹	khjwɨ¹	kʰ j w ¹/ɨ	2065	1 6 6 7	ACBX	KJWI	17	17.K.C 17.J.C 17.W.C 17.I.V	2.0 1.5 1.75 1.5	kʰjw¹/ɨ	0	2276
1315	31588	WobziKhroskyabs	Khroskyabs_Wobzi	the dog	37_thedog	kətɑ́	kətɑ́	k ə t ɑ́/ɑ	2065	1 7 1 7	AXBZ	KETA	19	19.K.C 19.E.V 19.T.C 19.A.V	2.0 1.5 1.75 0.8	kətɑ́/ɑ	0	2270
1619	21328	Zhaba	Qiangic_Zhaba	the dog	37_thedog	khʌ¹³	khʌ¹³	kʰ ¹³/ʌ	2065	1 7	AX	KE	20	20.K.C 20.E.V	2.0 1.5	kʰ¹³/ʌ	0	2268
1882	17536	MaerkangrGyalrong	rGyalrong_Maerkang	the dog	37_thedog	khənɑ	khənɑ	kʰ ə n ɑ	2065	1 7 4 7	AXBZ	KENA	8	8.K.C 8.E.V 8.N.C 8.A.V	2.0 1.5 1.75 0.8	kʰənɑ	0	2267
1883	35710	MaerkangrGyalrong	rGyalrong_Maerkang	the dog	37_thedog	khənɑ	khənɑ	kʰ ə n ɑ	2065	1 7 4 7	AXBZ	KENA	8	8.K.C 8.E.V 8.N.C 8.A.V	2.0 1.5 1.75 0.8	kʰənɑ	1	2267
2138	22570	MuyaKangding	Muya-kangding	the dog	37_thedog	khuə⁵³	khuə⁵³	kʰ u ⁵³/ə	0	1 7 7	AXZ	KYE	10	10.K.C 10.Y.V 10.E.V	2.0 1.5 0.8	kʰu⁵³/ə	0	2268
2350		MenyaGao	Menya-Gao	the dog	37_thedog	1khə	1khə	¹ kʰ ə	0	8 1 7	TBX	6KE	9	9.6.T 9.K.C 9.E.V	1.0 1.3 3.0	¹kʰə	0	2268
2696	31127	OldBurmese	OldBurmese	the dog	37_thedog	khuyḥ	khuyḥ	kʰ u y ɦ	2065	1 7 7 3	AXYN	KYYH	13	13.K.C 13.Y.V 13.Y.V 13.H.c	2.0 1.5 1.3 0.8	kʰuyɦ	0	2272
2940	20121	QueyuXinlong	Queyu_Xinlong	the dog	37_thedog	ʃ◦tʃhi⁵⁵	ʃ◦tʃhi⁵⁵	ʃ + tʃʰ ⁵⁵/i	0	3 9 1 7	A_AX	S_TI	15	15.S.C 15._._ 15.T.C 15.I.V	2.0 0.0 2.0 1.5	ʃ+tʃʰ⁵⁵/i	0	2274 2275
3246		QueyuPubarong	Queyu_pubarong	the dog	37_thedog	ˣtɕʰɯ̄	ˣtɕʰɯ̄	x tɕʰ ɯ̄/ɯ	0	3 2 7	ACZ	GCI	14	14.G.C 14.C.C 14.I.V	2.0 1.5 0.8	xtɕʰɯ̄/ɯ	0	2273
3488	38909	SiyuewuKhroskyabs	Siyuewu_Khroskyabs	the dog	37_thedog	kətɑ́	kətɑ́	k ə t ɑ́/ɑ	0	1 7 1 7	AXBZ	KETA	16	16.K.C 16.E.V 16.T.C 16.A.V	2.0 1.5 1.75 0.8	kətɑ́/ɑ	0	2270
3806		BragbarSitu	Bragbar Situ	the dog	37_thedog	khəniɛ̄	khəniɛ̄	kʰ ə n i ɛ̄/ɛ	0	1 7 4 7 7	AXBYZ	KENIE	2	2.K.C 2.E.V 2.N.C 2.I.V 2.E.V	2.0 1.5 1.75 1.3 0.8	kʰəniɛ̄/ɛ	0	2267
4067		Geshiza	Geshiza	the dog	37_thedog	kəta	kəta	k ə t a	0	1 7 1 7	AXBZ	KETA	4	4.K.C 4.E.V 4.T.C 4.A.V	2.0 1.5 1.75 0.8	kəta	0	2270
4420		GuanyinqiaoKhroskyabs	Guanyinqiao_Khroskyabs	the dog	37_thedog	kə⁵⁵tɑ⁵⁵	kə⁵⁵tɑ⁵⁵	k ⁵⁵/ə t ⁵⁵/ɑ	0	1 7 1 7	AXBZ	KETA	5	5.K.C 5.E.V 5.T.C 5.A.V	2.0 1.5 1.75 0.8	k⁵⁵/ət⁵⁵/ɑ	0	2270
4748		NjorogsKhroskyabs	Njorogs_Khroskyabs	the dog	37_thedog	kʰe³³ne⁵⁵	kʰe³³ne⁵⁵	kʰ ³³/e n ⁵⁵/e	0	1 7 4 7	AXBZ	KENE	12	12.K.C 12.E.V 12.N.C 12.E.V	2.0 1.5 1.75 0.8	kʰ³³/en⁵⁵/e	0	2267
5038		Tshobdun	Tshobdun	the dog	37_thedog	kʰezeʔ	kʰezeʔ	kʰ e z e ʔ	0	1 7 3 7 1	AXBYN	KESEH	18	18.K.C 18.E.V 18.S.C 18.E.V 18.H.c	2.0 1.5 1.75 1.3 0.8	kʰezeʔ	0	2271
5417		NgyaltsuZbu	Ngyaltsu Zbu	the dog	37_thedog	kwəzéʔ	kwəzéʔ	kʷ ə z é/e ʔ	0	1 7 3 7 1	AXBYN	KESEH	11	11.K.C 11.E.V 11.S.C 11.E.V 11.H.c	2.0 1.5 1.75 1.3 0.8	kʷəzé/eʔ	0	2271
5630		Zlarong	Zlarong	the dog	37_thedog	khy53	khy53	kʰ ⁵³/y	0	1 7	AX	KY	21	21.K.C 21.Y.V	2.0 1.5	kʰ⁵³/y	0	2268
5938		KyomkyoSitu	Kyomkyo_Situ	the dog	37_thedog	khəna	khəna	kʰ ə n a	0	1 7 4 7	AXBZ	KENA	7	7.K.C 7.E.V 7.N.C 7.A.V	2.0 1.5 1.75 0.8	kʰəna	0	2267
222		Bantawa	Kiranti_Bantawa	the dream	307_thedream	senmaŋ	senmaŋ	s e n m a ŋ	0	3 7 4 4 7 4	AXMBYN	SENMAN	1	1.S.C 1.E.V 1.N.c 1.M.C 1.A.V 1.N.c	2.0 1.5 1.1 1.75 1.3 0.8	senmaŋ	0	2292
358	19079	Daofu	rGyalrong_Daofu	the dream	307_thedream	rȵi lam	rȵi lam	r ȵ i + l a m	10555	5 4 7 9 5 7 4	ACZ_AXN	RNI_LAM	3	3.R.C 3.N.C 3.I.V 3._._ 3.L.C 3.A.V 3.M.c	2.0 1.5 0.8 0.0 2.0 1.5 0.8	rȵi+lam	0	2294 2295
636	2168	Japhug	rGyalrong_Japhug	the dream	307_thedream	tɯ-jmŋo	tɯ-jmŋo	t ɯ + j m ŋ o	10217	1 7 9 6 4 4 7	AX_AMBZ	TI_JMNU	6	6.T.C 6.I.V 6._._ 6.J.C 6.M.c 6.N.C 6.U.V	2.0 1.5 0.0 2.0 1.1 1.75 0.8	tɯ+jmŋo	0	2298 2299
999	37960	Tangut	Tangut	the dream	307_thedream	mjiij	mjiij	m j iː j	10217	4 6 7 6	ACXN	MJIJ	17	17.M.C 17.J.C 17.I.V 17.J.c	2.0 1.5 1.5 0.8	mjiːj	0	2302
1316	31589	WobziKhroskyabs	Khroskyabs_Wobzi	the dream	307_thedream	rməlǽm	rməlǽm	r m ə l ǽ/æ m	10555	5 4 7 5 7 4	ACYBYN	RMELEM	19	19.R.C 19.M.C 19.E.V 19.L.C 19.E.V 19.M.c	2.0 1.5 1.3 1.75 1.3 0.8	rməlǽ/æm	0	2295
1620	21588	Zhaba	Qiangic_Zhaba	the dream	307_thedream	ma⁵⁵	ma⁵⁵	m ⁵⁵/a	10217	4 7	AX	MA	20	20.M.C 20.A.V	2.0 1.5	m⁵⁵/a	0	2301
1884	17845	MaerkangrGyalrong	rGyalrong_Maerkang	the dream	307_thedream	tɑ rmo	tɑ rmo	t ɑ + r m o	10217	1 7 9 5 4 7	AX_ACZ	TA_RMU	8	8.T.C 8.A.V 8._._ 8.R.C 8.M.C 8.U.V	2.0 1.5 0.0 2.0 1.5 0.8	tɑ+rmo	0	2298 2293
2139	22800	MuyaKangding	Muya-kangding	the dream	307_thedream	mə³³lɐ⁵³	mə³³lɐ⁵³	m ³³/ə l ⁵³/ɐ	0	4 7 5 7	AXBZ	MELE	10	10.M.C 10.E.V 10.L.C 10.E.V	2.0 1.5 1.75 0.8	m³³/əl⁵³/ɐ	0	2295
2375		MenyaGao	Menya-Gao	the dream	307_thedream	1məlʌ	1məlʌ	¹ m ə l ʌ	0	8 4 7 5 7	TBXBZ	6MELE	9	9.6.T 9.M.C 9.E.V 9.L.C 9.E.V	1.0 1.3 3.0 1.3 0.7	¹məlʌ	0	2295
2697	31128	OldBurmese	OldBurmese	the dream	307_thedream	ip◦mak	ip◦mak	i p + m a k	10217	7 1 9 4 7 1	XN_AXN	IP_MAK	13	13.I.V 13.P.c 13._._ 13.M.C 13.A.V 13.K.c	1.5 0.8 0.0 2.0 1.5 0.8	ip+mak	0	2300 2301
2941	20398	QueyuXinlong	Queyu_Xinlong	the dream	307_thedream	rmo⁵⁵lo⁵⁵	rmo⁵⁵lo⁵⁵	r m ⁵⁵/o l ⁵⁵/o	0	5 4 7 5 7	ACYBZ	RMULU	15	15.R.C 15.M.C 15.U.V 15.L.C 15.U.V	2.0 1.5 1.3 1.75 0.8	rm⁵⁵/ol⁵⁵/o	0	2293
3163		QueyuPubarong	Queyu_pubarong	the dream	307_thedream	mǒ	mǒ	m ǒ/o	0	4 7	AX	MU	14	14.M.C 14.U.V	2.0 1.5	mǒ/o	0	2301
3489	38910	SiyuewuKhroskyabs	Siyuewu_Khroskyabs	the dream	307_thedream	rmô	rmô	r m ô/o	0	5 4 7	ACZ	RMU	16	16.R.C 16.M.C 16.U.V	2.0 1.5 0.8	rmô/o	0	2293
3807		BragbarSitu	Bragbar Situ	the dream	307_thedream	rmôk	rmôk	r m ô/o k	0	5 4 7 1	ACYN	RMUK	2	2.R.C 2.M.C 2.U.V 2.K.c	2.0 1.5 1.3 0.8	rmô/ok	0	2293
4124		Geshiza	Geshiza	the dream	307_thedream	ntsʰæ-lma	ntsʰæ-lma	n tsʰ æ + l m a	0	4 2 7 9 5 4 7	ACZ_ACZ	NCE_LMA	4	4.N.C 4.C.C 4.E.V 4._._ 4.L.C 4.M.C 4.A.V	2.0 1.5 0.8 0.0 2.0 1.5 0.8	ntsʰæ+lma	0	2296 2297
4421		GuanyinqiaoKhroskyabs	Guanyinqiao_Khroskyabs	the dream	307_thedream	rmo⁵³	rmo⁵³	r m ⁵³/o	0	5 4 7	ACZ	RMU	5	5.R.C 5.M.C 5.U.V	2.0 1.5 0.8	rm⁵³/o	0	2293
4867		NjorogsKhroskyabs	Njorogs_Khroskyabs	the dream	307_thedream	rmo⁵⁵	rmo⁵⁵	r m ⁵⁵/o	0	5 4 7	ACZ	RMU	12	12.R.C 12.M.C 12.U.V	2.0 1.5 0.8	rm⁵⁵/o	0	2293
5022		Tshobdun	Tshobdun	the dream	307_thedream	jmi	jmi	j m i	0	6 4 7	ACZ	JMI	18	18.J.C 18.M.C 18.I.V	2.0 1.5 0.8	jmi	0	2297
5466		NgyaltsuZbu	Ngyaltsu Zbu	the dream	307_thedream	tɑ-lmɑ́ʔ	tɑ-lmɑ́ʔ	t ɑ + l m ɑ́/ɑ ʔ	0	1 7 9 5 4 7 1	AX_ACYN	TA_LMAH	11	11.T.C 11.A.V 11._._ 11.L.C 11.M.C 11.A.V 11.H.c	2.0 1.5 0.0 2.0 1.5 1.3 0.8	tɑ+lmɑ́/ɑʔ	0	2298 2297
359	18594	Daofu	rGyalrong_Daofu	the dust	308_thedust	fɬɛ fɬa	fɬɛ fɬa	f ɬ ɛ + f ɬ a	1176	3 5 7 9 3 5 7	ACX_ACX	BLE_BLA	3	3.B.C 3.L.C 3.E.V 3._._ 3.B.C 3.L.C 3.A.V	2.0 1.5 1.5 0.0 2.0 1.5 1.5	fɬɛ+fɬa	0	2319 2320
637	2327	Japhug	rGyalrong_Japhug	the dust	308_thedust	rdɯl	rdɯl	r d ɯ l	507	5 1 7 5	ACYN	RTIL	6	6.R.C 6.T.C 6.I.V 6.L.c	2.0 1.5 1.3 0.8	rdɯl	0	2323
1000	38129	Tangut	Tangut	the dust	308_thedust	me	me	m e	10194	4 7	AX	ME	17	17.M.C 17.E.V	2.0 1.5	me	1	2332
1001	38217	Tangut	Tangut	the dust	308_thedust	lhjɨ	lhjɨ	ɬ j ɨ	1176	5 6 7	ACX	LJI	17	17.L.C 17.J.C 17.I.V	2.0 1.5 1.5	ɬjɨ	0	2335
1317	31592	WobziKhroskyabs	Khroskyabs_Wobzi	the dust	308_thedust	χpʰjí	χpʰjí	χ pʰ j í	3741	3 1 6 7	ACCZ	GPJI	19	19.G.C 19.P.C 19.J.C 19.I.V	2.0 1.5 1.5 0.8	χpʰjí	0	2322
1621	21143	Zhaba	Qiangic_Zhaba	the dust	308_thedust	di¹³	di¹³	d ¹³/i	507	1 7	AX	TI	20	20.T.C 20.I.V	2.0 1.5	d¹³/i	0	2324
1622	21144	Zhaba	Qiangic_Zhaba	the dust	308_thedust	di³¹	di³¹	d ³¹/i	507	1 7	AX	TI	20	20.T.C 20.I.V	2.0 1.5	d³¹/i	0	2324
1885	17359	MaerkangrGyalrong	rGyalrong_Maerkang	the dust	308_thedust	tɐ ndər	tɐ ndər	t ɐ + n d ə r	507	1 7 9 4 1 7 5	AX_ACYN	TE_NTER	8	8.T.C 8.E.V 8._._ 8.N.C 8.T.C 8.E.V 8.R.c	2.0 1.5 0.0 2.0 1.5 1.3 0.8	tɐ+ndər	0	2324 2325
2431		MenyaGao	Menya-Gao	the dust	308_thedust	1phəlʌ̠	1phəlʌ̠	¹ pʰ ə l ʌ̙	0	8 1 7 5 7	TBXBZ	6PELE	9	9.6.T 9.P.C 9.E.V 9.L.C 9.E.V	1.0 1.3 3.0 1.3 0.7	¹pʰəlʌ̙	0	2326
2698	31129	OldBurmese	OldBurmese	the dust	308_thedust	phun	phun	pʰ u n	10348	1 7 4	AXN	PYN	13	13.P.C 13.Y.V 13.N.c	2.0 1.5 0.8	pʰun	0	2329
2942	19938	QueyuXinlong	Queyu_Xinlong	the dust	308_thedust	ptʂha⁵⁵	ptʂha⁵⁵	p tʂʰ ⁵⁵/a	0	1 1 7	ACZ	PTA	15	15.P.C 15.T.C 15.A.V	2.0 1.5 0.8	ptʂʰ⁵⁵/a	0	2331
3190		QueyuPubarong	Queyu_pubarong	the dust	308_thedust	pʰi	pʰi	pʰ i	0	1 7	AX	PI	14	14.P.C 14.I.V	2.0 1.5	pʰi	0	2330
3490	38911	SiyuewuKhroskyabs	Siyuewu_Khroskyabs	the dust	308_thedust	rdə̂̂l	rdə̂̂l	r d ə̂/ə l	0	5 1 7 5	ACYN	RTEL	16	16.R.C 16.T.C 16.E.V 16.L.c	2.0 1.5 1.3 0.8	rdə̂/əl	0	2323
3808		BragbarSitu	Bragbar Situ	the dust	308_thedust	sərvû	sərvû	s ə r v û	0	3 7 5 3 7	AXMBZ	SERBY	2	2.S.C 2.E.V 2.R.c 2.B.C 2.Y.V	2.0 1.5 1.1 1.75 0.8	sərvû	0	2318
4153		Geshiza	Geshiza	the dust	308_thedust	pʰəslə	pʰəslə	pʰ ə s l ə	0	1 7 3 5 7	AXBCZ	PESLE	4	4.P.C 4.E.V 4.S.C 4.L.C 4.E.V	2.0 1.5 1.75 1.5 0.8	pʰəslə	0	2321
4422		GuanyinqiaoKhroskyabs	Guanyinqiao_Khroskyabs	the dust	308_thedust	χpʰi⁵⁵	χpʰi⁵⁵	χ pʰ ⁵⁵/i	0	3 1 7	ACZ	GPI	5	5.G.C 5.P.C 5.I.V	2.0 1.5 0.8	χpʰ⁵⁵/i	0	2322
4847		NjorogsKhroskyabs	Njorogs_Khroskyabs	the dust	308_thedust	rdus⁵⁵	rdus⁵⁵	r d u ⁵⁵/s	0	5 1 7 3	ACYN	RTYS	12	12.R.C 12.T.C 12.Y.V 12.S.c	2.0 1.5 1.3 0.8	rdu⁵⁵/s	1	2328
5129		Tshobdun	Tshobdun	the dust	308_thedust	qɐrɐtɣze	qɐrɐtɣze	q ɐ r ɐ t ɣ z e	0	1 7 5 7 1 3 3 7	AXBYBCBZ	KERETGSE	18	18.K.C 18.E.V 18.R.C 18.E.V 18.T.C 18.G.C 18.S.C 18.E.V	2.0 1.5 1.75 1.3 1.75 1.5 1.75 0.8	qɐrɐtɣze	0	2333
5536		NgyaltsuZbu	Ngyaltsu Zbu	the dust	308_thedust	thɐvrdə́l	thɐvrdə́l	tʰ ɐ v r d ə́/ə l	0	1 7 3 5 1 7 5	AXBYBYN	TEBRTEL	11	11.T.C 11.E.V 11.B.C 11.R.V 11.T.C 11.E.V 11.L.c	2.0 1.5 1.75 1.3 1.75 1.3 0.8	tʰɐvrdə́/əl	0	2327
5790		Zlarong	Zlarong	the dust	308_thedust	thi55su55	thi55su55	tʰ ⁵⁵/i s ⁵⁵/u	0	1 7 3 7	AXBZ	TISY	21	21.T.C 21.I.V 21.S.C 21.Y.V	2.0 1.5 1.75 0.8	tʰ⁵⁵/is⁵⁵/u	0	2334
177		Bantawa	Kiranti_Bantawa	the ear	42_theear	nabak	nabak	n a b a k	0	4 7 1 7 1	AXBYN	NAPAK	1	1.N.C 1.A.V 1.P.C 1.A.V 1.K.c	2.0 1.5 1.75 1.3 0.8	nabak	0	2341
360	18616	Daofu	rGyalrong_Daofu	the ear	42_theear	ȵə	ȵə	ȵ ə	32	4 7	AX	NE	3	3.N.C 3.E.V	2.0 1.5	ȵə	0	2344
638	2380	Japhug	rGyalrong_Japhug	the ear	42_theear	tɯ-rna	tɯ-rna	t ɯ + r n a	32	1 7 9 5 4 7	AX_ACZ	TI_RNA	6	6.T.C 6.I.V 6._._ 6.R.C 6.N.C 6.A.V	2.0 1.5 0.0 2.0 1.5 0.8	tɯ+rna	0	2342 2343
1002	2384	Tangut	Tangut	the ear	42_theear	nju¹	nju¹	n j ¹/u	32	4 6 7	ACX	NJY	17	17.N.C 17.J.C 17.Y.V	2.0 1.5 1.5	nj¹/u	0	2344
1318	31593	WobziKhroskyabs	Khroskyabs_Wobzi	the ear	42_theear	ɲû	ɲû	ɲ û	32	4 7	AX	NY	19	19.N.C 19.Y.V	2.0 1.5	ɲû	0	2344
1623	21167	Zhaba	Qiangic_Zhaba	the ear	42_theear	ȵ̥ʌ³³ʐa⁵⁵	ȵ̥ʌ³³ʐa⁵⁵	ȵ̊ ³³/ʌ ʐ ⁵⁵/a	32	4 7 3 7	AXBZ	NESA	20	20.N.C 20.E.V 20.S.C 20.A.V	2.0 1.5 1.75 0.8	ȵ̊³³/ʌʐ⁵⁵/a	0	2349
1886	19125	MaerkangrGyalrong	rGyalrong_Maerkang	the ear	42_theear	tə rnɑ	tə rnɑ	t ə + r n ɑ	32	1 7 9 5 4 7	AX_ACZ	TE_RNA	8	8.T.C 8.E.V 8._._ 8.R.C 8.N.C 8.A.V	2.0 1.5 0.0 2.0 1.5 0.8	tə+rnɑ	0	2342 2343
2140	22424	MuyaKangding	Muya-kangding	the ear	42_theear	ȵuə²⁴	ȵuə²⁴	ȵ u ²⁴/ə	0	4 7 7	AXZ	NYE	10	10.N.C 10.Y.V 10.E.V	2.0 1.5 0.8	ȵu²⁴/ə	0	2344
